序號,縣市,監測月份,測站,"二氧化硫<br />SO2<br />(ppb)","一氧化碳<br />CO<br />(ppm)","二氧化碳<br />CO2<br />(ppm)","臭氧<br />O3<br />(ppb)","懸浮微粒<br />PM 10 <br />(μg/m 3 )","細懸浮微粒<br />PM 2.5 <br />(μg/m 3 )","氮氧化物<br />NOx<br />(ppb)","一氧化氮<br />NO<br />(ppb)","二氧化氮<br />NO2<br />(ppb)","總碳氫化合物<br />THC<br />(ppmC)","非甲烷碳氫化合物<br />NMHC<br />(ppm)","甲烷<br />CH4<br />(ppm)","平均風速<br />WS_HR<br />(m/sec)","平均風向<br />WD_HR<br />(degress)","大氣溫度<br />AMB_TEMP<br />(℃)","降雨量<br />RAINFALL<br />(mm)","酸雨pH值<br />pH_RAIN","相對濕度<br />RH<br />(percent)","紫外線指數<br />UVB<br />(UVI)"
5511,桃園市,2005/10,平鎮,7.0,0.44,-,29.6,55,25,24.22,4.97,19.25,-,-,-,-,-,23.83,-,-,71.24,-
5512,桃園市,2005/10,觀音,8.7,0.23,-,30.3,55,21,19.62,4.44,15.18,2.058,0.224,1.834,-,-,25.24,-,-,74.61,-
5513,桃園市,2005/09,桃園,9.8,0.46,-,23.4,52,30,24.32,6.04,18.28,2.238,0.286,1.952,-,-,28.33,-,-,68.6,-
5514,桃園市,2005/09,中壢,8.0,0.81,-,18.2,56,31,41.73,18.49,23.24,-,-,-,-,-,27.98,-,-,72.32,-
5515,桃園市,2005/09,大園,6.1,0.28,-,25.4,50,30,27.07,8.82,18.25,-,-,-,-,-,29.81,-,-,67.44,-
5516,桃園市,2005/09,龍潭,3.1,0.38,-,25.4,50,22,20.27,4.7,15.57,-,-,-,-,-,26.67,-,-,69.46,-
5517,桃園市,2005/09,平鎮,6.7,0.39,-,25.5,55,28,22.4,5.79,16.62,-,-,-,-,-,27.68,-,-,66.83,-
5518,桃園市,2005/09,觀音,10.1,0.26,-,24.2,61,29,21.26,6.03,15.22,2.18,0.305,1.876,-,-,28.53,-,-,71.96,-
5519,桃園市,2005/08,桃園,12.8,0.52,-,21.9,58,34,30.25,8.63,21.61,2.416,0.44,1.976,-,-,28.93,-,-,73.12,-
5520,桃園市,2005/08,中壢,7.1,1.09,-,16.7,56,35,45.66,24.29,21.37,-,-,-,-,-,27.46,-,-,82.33,-
5521,桃園市,2005/08,大園,5.5,0.25,-,23.1,48,26,19.26,5.89,13.37,-,-,-,-,-,30.23,-,-,73.8,-
5522,桃園市,2005/08,龍潭,3.4,0.39,-,21.6,48,22,21.55,5.52,16.03,-,-,-,-,-,27.29,-,-,74.58,-
5523,桃園市,2005/08,平鎮,5.9,0.37,-,24.4,52,29,18.78,5.14,13.64,-,-,-,-,-,28.06,-,-,73.29,-
5524,桃園市,2005/08,觀音,5.6,0.22,-,26.4,49,20,11.72,2.31,9.41,2.073,0.221,1.852,-,-,29.15,-,-,77.37,-
5525,桃園市,2005/07,桃園,14.2,0.57,-,24.7,62,40,33.17,9.34,23.83,2.43,0.546,1.884,-,-,29.59,-,-,70.3,-
5526,桃園市,2005/07,中壢,7.8,1.15,-,17.5,57,36,53.55,27.68,25.86,-,-,-,-,-,28.04,-,-,78.56,-
5527,桃園市,2005/07,大園,6.0,0.3,-,22.9,50,31,25.17,8.19,16.97,-,-,-,-,-,30.39,-,-,70.56,-
5528,桃園市,2005/07,龍潭,4.2,0.41,-,25.3,53,29,23.88,5.88,18.0,-,-,-,-,-,27.95,-,-,72.07,-
5529,桃園市,2005/07,平鎮,6.6,0.4,-,24.3,54,34,22.97,6.13,16.84,-,-,-,-,-,28.6,-,-,69.82,-
5530,桃園市,2005/07,觀音,6.6,0.24,-,25.5,52,26,16.3,4.83,11.47,2.127,0.272,1.854,-,-,29.49,-,-,75.13,-
5531,桃園市,2005/06,桃園,11.3,0.66,-,21.2,54,32,36.32,10.81,25.51,2.466,0.614,1.852,-,-,27.85,-,-,72.74,-
5532,桃園市,2005/06,中壢,6.8,1.32,-,16.8,49,30,60.47,32.23,28.23,-,-,-,-,-,27.34,-,-,73.1,-
5533,桃園市,2005/06,大園,4.6,0.35,-,23.1,42,27,22.69,6.78,15.91,-,-,-,-,-,28.96,-,-,72.52,-
5534,桃園市,2005/06,龍潭,3.0,0.43,-,18.6,39,16,26.35,8.07,18.28,-,-,-,-,-,27.03,-,-,74.41,-
5535,桃園市,2005/06,平鎮,6.2,0.44,-,24.5,44,26,27.37,7.24,20.12,-,-,-,-,-,27.28,-,-,71.4,-
5536,桃園市,2005/06,觀音,7.0,0.27,-,25.3,41,19,17.87,4.33,13.54,2.103,0.267,1.835,-,-,28.13,-,-,76.63,-
5537,桃園市,2005/05,桃園,9.1,0.72,-,23.5,50,32,34.13,8.74,25.39,-,-,-,-,-,25.65,-,-,76.61,-
5538,桃園市,2005/05,中壢,6.9,1.31,-,16.8,48,33,58.38,28.09,30.29,-,-,-,-,-,25.94,-,-,70.25,-
5539,桃園市,2005/05,大園,4.2,0.42,-,25.9,42,-,23.03,6.78,16.25,-,-,-,-,-,26.82,-,-,77.21,-
5540,桃園市,2005/05,龍潭,3.4,0.52,-,26.2,41,24,24.11,6.13,17.98,-,-,-,-,-,25.41,-,-,77.41,-
5541,桃園市,2005/05,平鎮,6.3,0.52,-,24.8,44,-,28.33,6.05,22.27,-,-,-,-,-,24.97,-,-,77.34,-
5542,桃園市,2005/05,觀音,6.7,0.34,-,30.0,41,-,16.63,3.23,13.4,2.212,0.268,1.943,-,-,26.14,-,-,80.46,-
5543,桃園市,2005/04,桃園,12.9,0.89,-,31.0,94,-,40.39,9.32,31.07,-,-,-,-,-,22.04,-,-,72.81,-
5544,桃園市,2005/04,中壢,8.7,1.41,-,24.0,87,-,60.73,23.65,37.07,-,-,-,-,-,22.6,-,-,66.65,-
5545,桃園市,2005/04,大園,6.6,0.58,-,31.1,80,-,30.31,6.5,23.8,-,-,-,-,-,23.86,-,-,71.88,-
5546,桃園市,2005/04,龍潭,4.7,0.68,-,29.5,74,-,30.56,6.44,24.12,-,-,-,-,-,21.82,-,-,74.52,-
5547,桃園市,2005/04,平鎮,8.1,0.7,-,31.7,85,-,35.6,6.07,29.53,-,-,-,-,-,21.82,-,-,73.3,-
5548,桃園市,2005/04,觀音,9.2,0.47,-,31.0,79,-,22.27,2.56,19.7,2.226,0.23,1.996,-,-,22.82,-,-,76.01,-
5549,桃園市,2005/03,桃園,10.8,0.88,-,28.1,96,-,46.73,13.38,33.35,-,-,-,-,-,15.64,-,-,70.78,-
5550,桃園市,2005/03,中壢,8.4,1.26,-,24.5,87,-,66.22,27.75,38.47,-,-,-,-,-,16.47,-,-,67.49,-
5551,桃園市,2005/03,大園,6.9,0.56,-,30.4,83,-,35.64,9.32,26.32,-,-,-,-,-,18.08,-,-,71.93,-
5552,桃園市,2005/03,龍潭,4.8,0.64,-,29.2,60,-,30.93,7.43,23.5,-,-,-,-,-,15.96,-,-,70.95,-
5553,桃園市,2005/03,平鎮,8.1,0.71,-,30.6,83,-,41.14,10.27,30.86,-,-,-,-,-,15.69,-,-,70.95,-
5554,桃園市,2005/03,觀音,9.1,0.44,-,33.6,80,-,25.22,3.8,21.41,2.434,0.422,2.013,-,-,16.18,-,-,74.34,-
5555,桃園市,2005/02,桃園,7.5,0.84,-,21.5,58,-,40.64,15.91,24.73,-,-,-,-,-,14.23,-,-,83.31,-
5556,桃園市,2005/02,中壢,5.1,1.18,-,17.1,58,-,56.17,25.95,30.22,-,-,-,-,-,14.98,-,-,81.63,-
5557,桃園市,2005/02,大園,4.1,0.5,-,24.4,48,-,24.9,7.46,17.44,-,-,-,-,-,15.17,-,-,84.29,-
5558,桃園市,2005/02,龍潭,4.2,0.73,-,18.4,40,-,33.41,12.2,21.21,-,-,-,-,-,14.7,-,-,84.98,-
5559,桃園市,2005/02,平鎮,5.8,0.69,-,21.1,49,-,34.67,10.15,24.52,-,-,-,-,-,14.07,-,-,84.95,-
5560,桃園市,2005/02,觀音,6.3,0.41,-,27.5,43,-,18.23,3.65,14.55,-,-,-,-,-,14.77,-,-,86.32,-
5561,桃園市,2005/01,桃園,8.6,0.83,-,17.6,62,-,40.26,14.0,26.25,-,-,-,-,-,14.11,-,-,77.45,-
5562,桃園市,2005/01,中壢,7.1,1.16,-,13.6,63,-,59.25,26.72,32.53,-,-,-,-,-,14.91,-,-,74.48,-
5563,桃園市,2005/01,大園,4.9,0.55,-,23.1,57,-,26.96,8.96,18.0,-,-,-,-,-,15.39,-,-,76.27,-
5564,桃園市,2005/01,龍潭,5.6,0.69,-,18.0,42,-,32.81,9.93,22.89,-,-,-,-,-,14.3,-,-,78.86,-
5565,桃園市,2005/01,平鎮,7.5,0.71,-,17.4,55,-,37.09,10.0,27.08,-,-,-,-,-,14.09,-,-,77.52,-
5566,桃園市,2005/01,觀音,8.5,0.44,-,25.8,58,-,21.79,5.34,16.45,-,-,-,-,-,15.26,-,-,77.62,-
5567,桃園市,2004/12,桃園,7.7,0.63,-,22.1,54,-,28.63,7.08,21.56,2.761,0.421,2.341,-,-,17.85,-,-,72.45,-
5568,桃園市,2004/12,中壢,6.1,0.87,-,16.9,53,-,42.54,15.82,26.71,2.452,0.477,1.975,-,-,18.94,-,-,69.53,-
5569,桃園市,2004/12,大園,3.9,0.4,-,27.6,51,-,20.97,5.43,15.54,-,-,-,-,-,19.53,-,-,71.45,-
5570,桃園市,2004/12,龍潭,4.1,0.52,-,23.5,41,-,24.05,5.43,18.62,-,-,-,-,-,18.27,-,-,73.76,-
5571,桃園市,2004/12,平鎮,6.6,0.57,-,22.8,50,-,26.74,4.6,22.13,2.186,0.247,1.939,-,-,18.16,-,-,72.51,-
5572,桃園市,2004/12,觀音,11.8,0.37,-,26.3,56,-,27.66,10.74,16.92,1.996,0.197,1.799,-,-,19.34,-,-,73.93,-
5573,桃園市,2004/11,桃園,7.9,0.67,-,28.5,66,-,30.63,6.83,23.8,2.822,0.414,2.408,-,-,22.92,-,-,68.74,-
5574,桃園市,2004/11,中壢,6.7,0.9,-,23.6,60,-,43.34,14.09,29.25,2.609,0.569,2.04,-,-,22.13,-,-,66.55,-
5575,桃園市,2004/11,大園,5.2,0.43,-,34.8,59,-,24.52,5.18,19.34,-,-,-,-,-,22.68,-,-,68.41,-
5576,桃園市,2004/11,龍潭,5.8,0.52,-,32.1,49,-,23.68,3.85,19.83,-,-,-,-,-,21.55,-,-,70.65,-
5577,桃園市,2004/11,平鎮,6.2,0.57,-,31.2,59,-,27.27,4.2,23.07,2.536,0.221,2.315,-,-,21.46,-,-,68.57,-
5578,桃園市,2004/11,觀音,10.8,0.38,-,31.8,67,-,28.25,6.16,22.09,2.026,0.204,1.821,-,-,22.45,-,-,71.4,-
5579,桃園市,2004/10,桃園,6.1,0.55,-,22.8,62,-,26.75,3.97,22.78,2.808,0.465,2.343,-,-,24.2,-,-,70.43,-
5580,桃園市,2004/10,中壢,5.9,0.72,-,24.9,60,-,42.9,12.26,30.65,2.568,0.499,2.069,-,-,22.64,-,-,66.64,-
5581,桃園市,2004/10,大園,4.3,0.33,-,36.6,60,-,25.39,5.1,20.29,-,-,-,-,-,23.54,-,-,67.07,-
5582,桃園市,2004/10,龍潭,3.3,0.33,-,33.9,40,-,18.95,2.67,16.28,-,-,-,-,-,21.75,-,-,67.98,-
5583,桃園市,2004/10,平鎮,5.5,0.46,-,32.2,57,-,25.2,2.58,22.62,-,-,-,-,-,22.02,-,-,68.22,-
5584,桃園市,2004/10,觀音,8.0,0.28,-,37.3,69,-,22.99,3.29,19.69,1.999,0.159,1.841,-,-,23.27,-,-,66.48,-
5585,桃園市,2004/09,桃園,12.6,0.57,-,12.0,64,-,35.24,8.79,26.44,2.916,0.632,2.285,-,-,28.99,-,-,77.87,-
5586,桃園市,2004/09,中壢,-,1.02,-,21.6,59,-,57.12,25.8,31.33,2.922,0.744,2.178,-,-,26.84,-,-,75.25,-
5587,桃園市,2004/09,大園,4.3,0.35,-,30.8,52,-,26.47,6.79,19.68,-,-,-,-,-,27.63,-,-,76.51,-
5588,桃園市,2004/09,龍潭,2.9,0.41,-,23.3,46,-,24.66,4.57,20.08,-,-,-,-,-,25.82,-,-,79.24,-
5589,桃園市,2004/09,平鎮,5.7,0.47,-,27.3,52,-,32.87,7.45,25.44,-,-,-,-,-,26.16,-,-,78.06,-
5590,桃園市,2004/09,觀音,-,0.29,-,36.3,55,-,23.82,4.97,18.89,-,-,-,-,-,27.37,-,-,69.79,-
5591,桃園市,2004/08,桃園,-,0.47,-,10.6,54,-,30.29,8.04,22.26,2.94,0.614,2.326,-,-,31.37,-,-,73.02,-
5592,桃園市,2004/08,中壢,5.9,1.13,-,19.8,51,-,50.16,24.21,25.99,-,-,-,-,-,29.14,-,-,70.58,-
5593,桃園市,2004/08,大園,4.4,0.31,-,25.6,40,-,21.71,6.27,15.49,-,-,-,-,-,29.7,-,-,73.19,-
5594,桃園市,2004/08,龍潭,2.2,0.33,-,21.8,31,-,18.93,3.47,15.46,-,-,-,-,-,27.87,-,-,74.07,-
5595,桃園市,2004/08,平鎮,5.7,0.39,-,25.5,44,-,-,-,-,-,-,-,-,-,-,-,-,75.66,-
5596,桃園市,2004/08,觀音,6.3,0.23,-,29.2,46,-,18.83,5.68,13.23,-,-,-,-,-,30.42,-,-,68.21,-
5597,桃園市,2004/07,桃園,9.3,0.41,-,11.9,46,-,27.05,6.26,20.8,2.74,0.576,2.163,-,-,29.51,-,-,70.98,-
5598,桃園市,2004/07,中壢,5.8,0.95,-,17.2,49,-,51.79,27.64,24.17,2.845,0.842,2.003,-,-,28.83,-,-,69.94,-
5599,桃園市,2004/07,大園,3.8,0.28,-,24.4,38,-,19.06,5.95,13.16,-,-,-,-,-,29.56,-,-,72.23,-
5600,桃園市,2004/07,龍潭,3.8,0.3,-,23.2,33,-,19.21,3.62,15.59,-,-,-,-,-,27.75,-,-,74.08,-
5601,桃園市,2004/07,平鎮,2.7,0.62,-,14.2,38,-,21.2,5.22,15.98,2.18,0.17,2.011,-,-,28.98,-,-,-,-
5602,桃園市,2004/07,觀音,4.0,0.17,-,25.9,36,-,12.08,3.03,9.06,-,-,-,-,-,28.57,-,-,69.19,-
5603,桃園市,2004/06,桃園,9.7,0.49,-,22.6,55,-,28.43,4.37,24.06,2.805,0.608,2.197,-,-,28.29,-,-,71.07,-
5604,桃園市,2004/06,中壢,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5605,桃園市,2004/06,大園,3.8,0.33,-,26.5,44,-,20.77,5.09,15.74,-,-,-,-,-,28.21,-,-,71.4,-
5606,桃園市,2004/06,龍潭,-,0.34,-,28.5,41,-,20.0,2.81,17.19,-,-,-,-,-,26.49,-,-,72.31,-
5607,桃園市,2004/06,平鎮,4.5,0.62,-,23.7,47,-,-,-,-,2.386,0.209,2.178,-,-,27.81,-,-,-,-
5608,桃園市,2004/06,觀音,-,0.23,-,28.0,47,-,21.28,4.67,16.63,-,-,-,-,-,27.26,-,-,68.17,-
5609,桃園市,2004/05,桃園,10.8,0.62,-,26.0,59,-,31.52,5.97,25.55,3.095,0.731,2.363,-,-,26.43,-,-,74.77,-
5610,桃園市,2004/05,中壢,5.6,-,-,21.7,59,-,53.74,22.0,31.74,2.876,0.813,2.063,-,-,25.96,-,-,72.83,-
5611,桃園市,2004/05,大園,4.0,0.44,-,28.4,51,-,24.99,4.17,20.84,-,-,-,-,-,26.37,-,-,76.23,-
5612,桃園市,2004/05,龍潭,3.1,0.42,-,29.1,45,-,23.51,2.93,20.58,-,-,-,-,-,25.09,-,-,76.2,-
5613,桃園市,2004/05,平鎮,4.9,0.7,-,27.3,51,-,28.96,4.6,24.37,2.469,0.263,2.206,-,-,26.24,-,-,-,-
5614,桃園市,2004/05,觀音,5.2,0.29,-,34.4,50,-,17.35,2.78,14.6,-,-,-,-,-,26.01,-,-,71.12,-
5615,桃園市,2004/04,桃園,8.7,0.73,-,29.0,79,-,37.95,8.25,29.72,3.057,0.612,2.445,-,-,23.61,-,-,74.3,-
5616,桃園市,2004/04,中壢,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22.53,-,-,73.55,-
5617,桃園市,2004/04,大園,5.8,0.55,-,34.2,72,-,34.63,6.92,27.41,-,-,-,-,-,22.12,-,-,75.85,-
5618,桃園市,2004/04,龍潭,3.4,0.54,-,32.7,66,-,29.42,4.37,25.09,-,-,-,-,-,20.7,-,-,75.69,-
5619,桃園市,2004/04,平鎮,5.4,0.82,-,32.9,70,-,37.12,6.86,30.27,2.651,0.35,2.302,-,-,21.92,-,-,-,-
5620,桃園市,2004/04,觀音,-,0.39,-,36.1,70,-,23.14,3.04,20.14,-,-,-,-,-,21.7,-,-,69.38,-
5621,桃園市,2004/03,桃園,6.9,0.6,-,27.1,58,-,30.78,6.42,24.38,2.882,0.457,2.425,-,-,18.87,-,-,80.33,-
5622,桃園市,2004/03,中壢,3.1,0.98,-,-,-,-,53.92,18.99,34.93,2.571,0.489,2.082,-,-,16.7,-,-,-,-
5623,桃園市,2004/03,大園,3.7,0.41,-,36.3,52,-,23.76,4.04,19.74,-,-,-,-,-,17.61,-,-,80.43,-
5624,桃園市,2004/03,龍潭,2.8,0.49,-,27.2,42,-,28.67,4.63,24.06,-,-,-,-,-,16.03,-,-,82.92,-
5625,桃園市,2004/03,平鎮,3.8,0.68,-,29.7,49,-,33.27,5.3,27.98,2.647,0.304,2.343,-,-,17.09,-,-,-,-
5626,桃園市,2004/03,觀音,6.8,0.32,-,38.9,53,-,21.59,3.39,18.21,2.965,0.695,2.271,-,-,16.94,-,-,73.12,-
5627,桃園市,2004/02,桃園,7.0,0.78,-,24.9,77,-,35.57,8.53,27.05,2.859,0.542,2.317,-,-,18.37,-,-,73.74,-
5628,桃園市,2004/02,中壢,4.2,1.21,-,-,90,-,61.92,26.22,35.7,2.652,0.574,2.078,-,-,16.77,-,-,-,-
5629,桃園市,2004/02,大園,5.1,0.53,-,33.5,-,-,-,-,-,-,-,-,-,-,17.41,-,-,75.34,-
5630,桃園市,2004/02,龍潭,3.5,0.62,-,31.1,60,-,32.0,6.73,25.29,-,-,-,-,-,16.18,-,-,75.37,-
5631,桃園市,2004/02,平鎮,5.5,0.77,-,29.2,74,-,38.68,9.06,29.63,2.654,0.348,2.306,-,-,17.52,-,-,-,-
5632,桃園市,2004/02,觀音,7.0,0.44,-,33.4,72,-,25.83,4.66,21.19,2.842,0.699,2.143,-,-,16.71,-,-,70.67,-
5633,桃園市,2004/01,桃園,5.7,0.97,-,23.6,60,-,30.83,8.76,22.09,2.385,0.43,1.955,-,-,15.91,-,-,78.66,-
5634,桃園市,2004/01,中壢,3.6,1.1,-,-,70,-,55.88,24.5,31.38,2.518,0.428,2.09,-,-,14.42,-,-,-,-
5635,桃園市,2004/01,大園,3.5,0.51,-,29.1,-,-,31.38,8.6,23.08,-,-,-,-,-,15.46,-,-,78.13,-
5636,桃園市,2004/01,龍潭,3.2,0.67,-,21.9,53,-,-,-,-,-,-,-,-,-,13.58,-,-,81.61,-
5637,桃園市,2004/01,平鎮,4.8,0.78,-,22.2,60,-,34.24,9.01,25.23,2.554,0.279,2.275,-,-,14.88,-,-,-,-
5638,桃園市,2004/01,觀音,6.4,0.4,-,31.6,49,-,21.94,4.79,17.15,2.949,0.662,2.287,-,-,16.27,-,-,71.65,-
5639,桃園市,2003/12,桃園,6.2,0.84,-,20.5,55,-,31.38,9.2,22.18,2.359,0.46,1.89,-,-,17.62,-,-,57.37,-
5640,桃園市,2003/12,中壢,4.8,1.03,-,-,61,-,55.97,24.49,31.47,2.649,0.51,2.14,-,-,16.52,-,-,-,-
5641,桃園市,2003/12,大園,4.0,0.5,-,27.4,-,-,26.99,7.25,19.76,-,-,-,-,-,17.33,-,-,58.15,-
5642,桃園市,2003/12,龍潭,3.9,0.7,-,23.0,63,-,25.48,5.01,20.62,-,-,-,-,-,15.49,-,-,74.94,-
5643,桃園市,2003/12,平鎮,6.0,0.79,-,21.4,60,-,34.68,8.74,25.95,2.548,0.36,2.19,-,-,17.05,-,-,-,-
5644,桃園市,2003/12,觀音,8.2,0.4,-,28.0,52,-,27.45,5.75,21.7,-,-,-,-,-,17.36,-,-,70.19,-
5645,桃園市,2003/11,桃園,4.8,0.7,-,20.6,-,-,25.71,6.85,18.85,2.503,0.43,2.08,-,-,22.1,-,-,-,-
5646,桃園市,2003/11,中壢,5.5,1.08,-,-,44,-,50.05,20.93,29.12,2.557,0.42,2.14,-,-,21.08,-,-,-,-
5647,桃園市,2003/11,大園,3.2,0.48,-,26.9,-,-,25.09,7.74,17.35,-,-,-,-,-,22.55,-,-,80.23,-
5648,桃園市,2003/11,龍潭,2.0,0.61,-,23.7,-,-,-,-,-,-,-,-,-,-,15.5,-,-,-,-
5649,桃園市,2003/11,平鎮,4.3,0.73,-,18.2,45,-,31.03,6.84,24.19,2.609,0.34,2.27,-,-,21.81,-,-,-,-
5650,桃園市,2003/11,觀音,4.6,0.41,-,29.2,35,-,19.19,4.82,14.37,-,-,-,-,-,21.63,-,-,-,-
5651,桃園市,2003/10,桃園,5.9,0.63,-,30.8,39,-,25.77,3.13,22.7,2.711,0.4,2.31,-,-,24.03,-,-,-,-
5652,桃園市,2003/10,中壢,5.2,0.95,-,-,44,-,44.09,12.37,31.72,2.377,0.33,2.05,-,-,23.85,-,-,-,-
5653,桃園市,2003/10,大園,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5654,桃園市,2003/10,龍潭,1.5,0.47,-,42.1,42,-,18.4,2.36,16.06,-,-,-,-,-,23.04,-,-,-,-
5655,桃園市,2003/10,平鎮,5.4,0.67,-,30.3,45,-,27.01,2.79,24.22,2.625,0.28,2.35,-,-,24.39,-,-,-,-
5656,桃園市,2003/10,觀音,6.7,0.4,-,31.4,44,-,26.88,4.27,23.46,2.883,0.39,2.49,-,-,-,-,-,-,-
5657,桃園市,2003/09,桃園,5.6,0.57,-,21.8,34,-,21.97,4.74,17.23,2.521,0.37,2.15,-,-,27.84,-,-,-,-
5658,桃園市,2003/09,中壢,4.8,1.06,-,-,42,-,44.4,17.34,27.07,2.275,0.46,1.81,-,-,27.84,-,-,-,-
5659,桃園市,2003/09,大園,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5660,桃園市,2003/09,龍潭,1.9,0.53,-,46.2,49,-,19.77,4.01,15.76,-,-,-,-,-,26.98,-,-,-,-
5661,桃園市,2003/09,平鎮,4.4,0.66,-,22.9,44,-,24.5,5.29,19.21,2.405,0.25,2.16,-,-,28.35,-,-,-,-
5662,桃園市,2003/09,觀音,3.5,0.43,-,25.8,40,-,20.33,5.23,15.09,-,-,-,-,-,-,-,-,-,-
5663,桃園市,2003/08,桃園,7.6,0.57,-,17.6,39,-,28.49,8.59,19.89,2.647,0.5,2.15,-,-,29.73,-,-,-,-
5664,桃園市,2003/08,中壢,4.8,1.34,-,-,40,-,50.71,25.05,24.34,2.536,0.66,1.88,-,-,29.67,-,-,-,-
5665,桃園市,2003/08,大園,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5666,桃園市,2003/08,龍潭,1.6,0.49,-,27.8,41,-,19.5,4.35,15.16,-,-,-,-,-,28.67,-,-,-,-
5667,桃園市,2003/08,平鎮,3.4,0.54,-,18.4,36,-,21.57,5.32,16.22,2.239,0.2,2.03,-,-,30.13,-,-,-,-
5668,桃園市,2003/08,觀音,1.9,0.34,-,21.3,25,-,14.89,3.53,11.43,2.412,0.09,2.32,-,-,-,-,-,-,-
5669,桃園市,2003/07,桃園,7.1,0.52,-,19.9,41,-,25.81,6.94,18.87,2.56,0.47,2.1,-,-,30.38,-,-,-,-
5670,桃園市,2003/07,中壢,5.4,1.41,-,-,40,-,54.88,30.77,24.1,2.576,0.75,1.82,-,-,29.32,-,-,-,-
5671,桃園市,2003/07,大園,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5672,桃園市,2003/07,龍潭,2.8,0.45,-,29.4,40,-,17.99,3.94,14.05,-,-,-,-,-,29.0,-,-,-,-
5673,桃園市,2003/07,平鎮,3.9,0.52,-,17.6,38,-,22.7,6.16,16.54,2.212,0.19,2.02,-,-,30.38,-,-,-,-
5674,桃園市,2003/07,觀音,2.4,0.22,-,14.6,22,-,12.17,4.13,8.41,2.108,0.19,1.93,-,-,-,-,-,-,-
5675,桃園市,2003/06,桃園,6.7,0.64,-,21.9,46,-,28.15,6.23,21.92,2.707,0.48,2.22,-,-,26.84,-,-,-,-
5676,桃園市,2003/06,中壢,4.5,1.23,-,-,42,-,46.6,21.36,25.24,2.493,0.62,1.87,-,-,24.38,-,-,-,-
5677,桃園市,2003/06,大園,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5678,桃園市,2003/06,龍潭,1.7,0.55,-,29.3,40,-,20.26,3.84,16.42,-,-,-,-,-,26.01,-,-,-,-
5679,桃園市,2003/06,平鎮,4.3,0.62,-,19.2,44,-,24.11,4.71,19.4,2.534,0.26,2.28,-,-,27.21,-,-,-,-
5680,桃園市,2003/06,觀音,3.4,0.3,-,27.7,-,-,12.58,2.58,10.07,2.222,0.22,2.01,-,-,-,-,-,-,-
5681,桃園市,2003/05,桃園,7.7,0.7,-,30.5,59,-,29.9,6.64,23.51,2.754,0.47,2.28,-,-,24.77,-,-,-,-
5682,桃園市,2003/05,中壢,5.0,1.22,-,-,56,-,48.33,18.52,29.8,2.542,0.59,1.95,-,-,22.05,-,-,-,-
5683,桃園市,2003/05,大園,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5684,桃園市,2003/05,龍潭,2.5,0.66,-,32.5,48,-,23.23,3.9,19.39,-,-,-,-,-,24.05,-,-,-,-
5685,桃園市,2003/05,平鎮,5.0,0.73,-,28.1,58,-,28.9,5.46,23.51,2.842,0.32,2.52,-,-,25.2,-,-,-,-
5686,桃園市,2003/05,觀音,5.0,0.38,-,34.7,43,-,16.96,3.08,13.88,2.449,0.33,2.12,-,-,-,-,-,-,-
5687,桃園市,2003/04,桃園,6.0,0.67,-,26.1,62,-,32.62,7.63,25.26,2.728,0.55,2.18,-,-,22.81,-,-,-,-
5688,桃園市,2003/04,中壢,4.9,1.27,-,-,66,-,54.59,22.03,32.56,2.572,0.6,1.97,-,-,21.63,-,-,-,-
5689,桃園市,2003/04,大園,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5690,桃園市,2003/04,龍潭,2.2,0.7,-,29.1,49,-,25.15,4.17,20.98,-,-,-,-,-,22.09,-,-,-,-
5691,桃園市,2003/04,平鎮,4.8,0.74,-,26.6,68,-,29.77,5.88,24.08,2.465,0.33,2.14,-,-,23.11,-,-,-,-
5692,桃園市,2003/04,觀音,4.0,0.31,-,34.4,-,-,15.74,1.99,13.75,-,-,-,-,-,-,-,-,-,-
5693,桃園市,2003/03,桃園,4.5,0.63,-,27.2,52,-,23.43,4.66,18.77,2.449,0.34,2.11,-,-,17.3,-,-,-,-
5694,桃園市,2003/03,中壢,4.6,1.09,-,-,-,-,54.58,22.83,31.75,2.651,0.58,2.07,-,-,17.34,-,-,-,-
5695,桃園市,2003/03,大園,3.0,0.39,-,35.1,57,-,20.7,5.34,16.53,-,-,-,-,-,17.8,-,-,-,-
5696,桃園市,2003/03,龍潭,2.0,0.62,-,24.8,43,-,25.63,4.69,21.02,-,-,-,-,-,16.65,-,-,-,-
5697,桃園市,2003/03,平鎮,4.7,0.76,-,24.0,57,-,31.53,5.75,25.77,2.432,0.32,2.11,-,-,17.75,-,-,-,-
5698,桃園市,2003/03,觀音,5.4,0.39,-,34.3,-,-,20.29,3.1,17.5,2.48,0.54,1.94,-,-,-,-,-,-,-
